Person_id,Survey_date,round,status,tenure,geography,province,schoolquintile,additional_lang,home_lang,science,female,sa_citizen,Birthyear,Birthmonth,Target,mathf,mathlitf,math_achieved,mathlit_achieved,educ,year,age
Id_o6pqkm6vkc,2/16/2023,4,wage employed,59,Urban,Free State,2,50 - 59 %,,,0,1,2001,3,0,0,1,0,0,1,2023,22
Id_zgpf45t2sq,3/24/2023,4,unemployed,795,Urban,Free State,,,,,1,1,1995,6,0,0,0,,,0,2023,28
Id_5ai3e9nu23,2/13/2023,4,wage employed,28,Rural,KwaZulu-Natal,2,60 - 69 %,,,1,1,2002,10,0,0,1,0,0,1,2023,21
Id_aul0eocyqg,2/16/2023,4,employment programme,245,Urban,North West,,,,,1,1,2002,7,0,0,0,,,0,2023,21
Id_lixanm02d8,3/2/2022,2,wage employed,490,Urban,Free State,1,40 - 49 %,,50 - 59 %,0,1,1986,4,0,1,0,0,0,2,2022,36
Id_s5mjii1s8n,3/15/2023,4,unemployed,674,Urban,Gauteng,4,,,,1,1,1993,12,0,0,0,0,0,0,2023,30
Id_t0ftvxl074,2/2/2023,4,studying,,Urban,Limpopo,,50 - 59 %,,,0,1,1995,10,1,0,1,0,0,2,2023,28
Id_iumf2hx201,2/24/2022,2,unemployed,638,Urban,Gauteng,3,40 - 49 %,,,1,1,1998,5,1,0,1,0,0,1,2022,24
Id_06cp8angpy,8/19/2021,1,studying,,Rural,North West,,,,,1,1,2000,4,0,0,0,0,0,0,2021,21
Id_2n5vofupob,2/13/2023,4,unemployed,736,Urban,Gauteng,,,,,0,1,1990,9,0,0,0,,,0,2023,33
Id_q3zxy3sf5o,3/8/2022,2,studying,,Suburb,Western Cape,2,70 - 79 %,,40 - 49 %,1,1,2002,9,1,1,0,0,0,1,2022,20
Id_of61rbbzhx,2/22/2023,4,unemployed,798,Rural,KwaZulu-Natal,,,,,0,1,1993,9,0,0,0,,,0,2023,30
Id_n5phe7c0x2,3/24/2023,4,unemployed,370,Rural,KwaZulu-Natal,,,,,1,1,1995,5,0,0,0,,,0,2023,28
Id_bttrdfizr3,3/16/2023,4,unemployed,90,Urban,KwaZulu-Natal,,50 - 59 %,,,1,1,1993,1,1,0,1,0,0,1,2023,30
Id_lbk9coay0r,3/2/2023,4,wage employed,273,Rural,Mpumalanga,1,40 - 49 %,,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_7a68dlpz86,2/17/2023,4,studying,,Urban,Gauteng,,50 - 59 %,,,0,1,1998,9,1,1,0,0,0,3,2023,25
Id_mtslou7bzg,8/5/2022,3,studying,,Rural,Limpopo,,40 - 49 %,,,0,1,1999,10,0,0,1,0,0,1,2022,23
Id_5kq5txglpf,3/8/2022,2,self employed,144,Rural,KwaZulu-Natal,,,,,0,1,2000,1,1,0,0,,,0,2022,22
Id_kmxmkul97o,2/17/2023,4,studying,,Urban,Eastern Cape,3,50 - 59 %,,,1,1,2000,8,0,0,0,0,0,1,2023,23
Id_mi8yau43wd,3/1/2023,4,wage employed,1675,Rural,Limpopo,,,,,0,1,1993,2,0,0,0,,,0,2023,30
Id_fi78teb0id,3/17/2022,2,unemployed,111,Suburb,Eastern Cape,1,60 - 69 %,,30 - 39 %,0,1,2000,1,0,1,0,0,0,1,2022,22
Id_8cfqeup76l,9/3/2022,3,wage employed,,Urban,Eastern Cape,3,60 - 69 %,,,0,1,1997,8,0,0,1,0,0,1,2022,25
Id_otr387xa81,2/15/2023,4,unemployed,273,Urban,Gauteng,,,40 - 49 %,30 - 39 %,0,1,1991,2,1,1,0,0,0,1,2023,32
Id_az55b4l2bl,2/2/2023,4,wage employed,182,Urban,Gauteng,3,50 - 59 %,,,0,1,1998,2,0,0,1,0,0,1,2023,25
Id_uju4bzgxvd,3/1/2023,4,unemployed,1525,Urban,Gauteng,4,40 - 49 %,,,0,1,2000,3,0,0,1,0,0,1,2023,23
Id_uo3pelsrqg,2/24/2023,4,unemployed,36,Rural,North West,,,,,0,1,2000,3,0,0,0,,,0,2023,23
Id_i58j4pxy79,2/16/2023,4,wage employed,61,Urban,Limpopo,,,,,0,1,1999,4,0,0,0,,,0,2023,24
Id_4ymrzrby2e,3/7/2022,2,studying,,Rural,Limpopo,1,40 - 49 %,,,0,1,2000,1,0,0,1,0,0,1,2022,22
Id_sbbbagwkwp,8/4/2022,3,unemployed,979,Urban,Gauteng,,30 - 39 %,,,1,1,2000,4,0,0,0,0,0,1,2022,22
Id_w0r6u9hy9x,3/2/2022,2,studying,,Urban,Gauteng,4,,40 - 49 %,,0,1,2002,5,0,0,1,0,0,1,2022,20
Id_2895vd23pc,3/11/2022,2,wage employed,884,Urban,KwaZulu-Natal,3,,,,1,1,1995,1,1,0,0,0,0,0,2022,27
Id_se4mjoo70t,2/10/2023,4,wage employed,153,Urban,North West,1,50 - 59 %,,,1,1,2002,11,0,0,1,0,0,1,2023,21
Id_xvd387tgon,8/17/2021,1,studying,,Urban,Free State,2,,,,0,1,1998,5,1,0,0,0,0,1,2021,23
Id_qfphzob5cl,2/17/2023,4,wage employed,92,Urban,KwaZulu-Natal,5,30 - 39 %,,,0,1,1997,7,1,0,1,0,0,1,2023,26
Id_dzhzfkmckh,8/4/2022,3,unemployed,614,Urban,Gauteng,2,50 - 59 %,,,1,1,2001,4,0,0,0,0,0,1,2022,21
Id_ucucj4aizp,3/2/2023,4,unemployed,370,Urban,Western Cape,,,,,0,1,1999,11,0,0,0,,,0,2023,24
Id_p2rgjg61zm,3/16/2022,2,studying,,Rural,Mpumalanga,1,40 - 49 %,,0 - 29 %,1,1,2000,1,1,1,0,0,0,1,2022,22
Id_7za275pf9z,2/21/2023,4,studying,,Suburb,Mpumalanga,2,50 - 59 %,,40 - 49 %,0,1,1995,4,0,1,0,0,0,1,2023,28
Id_edrkk7lli8,2/21/2023,4,unemployed,401,Urban,Eastern Cape,,70 - 79 %,,50 - 59 %,0,1,2002,3,0,1,0,1,0,1,2023,21
Id_fbgilpgfr3,3/23/2023,4,unemployed,1523,Rural,Mpumalanga,1,,,,1,1,1991,1,1,0,0,0,0,0,2023,32
Id_sr8f4a2orr,3/6/2023,4,unemployed,795,Rural,Mpumalanga,3,30 - 39 %,,0 - 29 %,0,1,2000,1,0,0,0,0,0,1,2023,23
Id_hl9znn3cap,3/6/2023,4,unemployed,33,Urban,Gauteng,,,,,1,1,1995,6,0,0,0,,,0,2023,28
Id_cmdvmi6uje,3/8/2022,2,studying,,Rural,Limpopo,1,,,,0,1,1996,4,1,0,0,0,0,1,2022,26
Id_t4w27b2f2i,8/3/2022,3,unemployed,2075,Urban,KwaZulu-Natal,,,,,1,1,1997,4,0,0,0,,,0,2022,25
Id_o1qf5jz90n,2/27/2023,4,studying,,Urban,Eastern Cape,,,,,0,1,2004,3,0,0,0,,,0,2023,19
Id_czs6rjk9rn,3/10/2022,2,unemployed,456,Urban,Eastern Cape,,40 - 49 %,,0 - 29 %,1,1,1996,3,0,1,0,0,0,1,2022,26
Id_61r9vztzm1,2/23/2022,2,unemployed,424,Suburb,North West,2,50 - 59 %,,,1,1,2000,4,0,0,0,0,0,1,2022,22
Id_4rynvczooi,3/24/2023,4,unemployed,64,Rural,KwaZulu-Natal,2,40 - 49 %,,,1,1,2003,4,0,0,1,0,0,1,2023,20
Id_dx8tjgptf9,3/14/2022,2,unemployed,808,Rural,Mpumalanga,,,,,1,1,2000,1,0,0,0,,,0,2022,22
Id_tmnnv29fm6,3/17/2022,2,studying,,Suburb,Mpumalanga,1,50 - 59 %,,,0,1,2000,1,1,0,1,0,0,1,2022,22
Id_gqidrd7ntv,3/11/2022,2,unemployed,805,Rural,Mpumalanga,2,50 - 59 %,,30 - 39 %,1,1,2000,1,0,1,0,0,0,1,2022,22
Id_e6usmahy8i,3/14/2023,4,unemployed,3200,Rural,Free State,,,,,1,1,1991,4,0,0,0,,,0,2023,32
Id_r6kayie5te,2/14/2023,4,unemployed,798,Urban,Gauteng,,,,,1,1,2001,12,0,0,0,0,0,0,2023,22
Id_2ohjxtkud7,3/17/2022,2,studying,,Urban,KwaZulu-Natal,,,,,0,1,2000,1,1,0,0,,,0,2022,22
Id_dr1arr4h0x,2/9/2023,4,unemployed,67,Urban,North West,,50 - 59 %,,,0,1,2001,4,0,0,1,0,0,1,2023,22
Id_d12n5qinoo,3/15/2023,4,studying,,Urban,Free State,,40 - 49 %,,,1,1,2001,4,0,0,1,0,0,1,2023,22
Id_owjzh13u43,2/24/2022,2,unemployed,433,Urban,Gauteng,,,,,1,1,1983,2,0,0,0,,,0,2022,39
Id_62i1nrn4n7,9/3/2022,3,unemployed,798,Urban,Free State,,,,,0,1,1997,9,0,0,0,,,0,2022,25
Id_mtpgkptxrg,2/24/2022,2,self employed,2247,Urban,Gauteng,,50 - 59 %,,,1,1,1997,4,1,0,0,0,0,1,2022,25
Id_5jmc8uq8eb,3/17/2022,2,unemployed,670,Suburb,Eastern Cape,,,,,0,1,2000,1,1,0,0,,,0,2022,22
Id_djyqzqib1r,3/23/2023,4,unemployed,334,Urban,Free State,,,,,1,1,1997,7,1,0,0,,,0,2023,26
Id_rzif2m6o8g,3/17/2022,2,unemployed,447,Urban,Limpopo,3,60 - 69 %,,,0,1,2000,1,0,0,1,0,0,1,2022,22
Id_ibot1882rw,8/12/2021,1,unemployed,517,Urban,Gauteng,0,,,,0,1,1999,6,1,0,0,0,0,0,2021,22
Id_x3okfkppsa,2/3/2023,4,wage employed,456,Urban,Gauteng,3,40 - 49 %,,,0,1,2000,3,0,0,0,0,0,1,2023,23
Id_7fxsvw0heo,2/16/2023,4,unemployed,365,Suburb,Gauteng,3,60 - 69 %,,,1,1,2004,5,0,0,1,0,0,1,2023,19
Id_k27bhozfdx,2/13/2023,4,studying,,Urban,Gauteng,1,70 - 79 %,,50 - 59 %,1,1,2000,1,0,1,0,0,0,1,2023,23
Id_mk5zqhwx4l,3/14/2022,2,unemployed,749,Rural,Limpopo,,,,,1,1,2000,1,0,0,0,,,0,2022,22
Id_is0zvodylq,3/17/2022,2,studying,,Urban,Mpumalanga,4,60 - 69 %,,40 - 49 %,0,1,2000,1,1,1,0,0,0,2,2022,22
Id_prqorqbsf6,8/1/2022,3,other,,Urban,Mpumalanga,,,,,0,1,1994,3,1,0,0,,,0,2022,28
Id_9mtzxrftkm,8/8/2022,3,self employed,,Urban,Western Cape,,,,,0,1,2003,6,0,0,0,,,0,2022,19
Id_7b55547xu4,3/15/2022,2,self employed,292,Rural,KwaZulu-Natal,1,50 - 59 %,,0 - 29 %,1,1,2000,1,1,0,0,0,0,1,2022,22
Id_3xlkbscxps,3/11/2022,2,unemployed,430,Urban,KwaZulu-Natal,5,,50 - 59 %,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_dxpms3rznq,2/27/2023,4,wage employed,365,Urban,Northern Cape,1,40 - 49 %,,,0,1,2000,1,0,0,1,0,0,1,2023,23
Id_ettonw9jsc,8/15/2022,3,unemployed,2774,Suburb,Gauteng,2,70 - 79 %,,40 - 49 %,0,1,1995,10,0,1,0,0,0,1,2022,27
Id_hiy28q9p2h,2/24/2023,4,wage employed,150,Rural,Mpumalanga,,,,,0,1,1992,7,0,0,0,,,0,2023,31
Id_awc9rysfsx,2/8/2023,4,studying,,Rural,Free State,3,50 - 59 %,,,0,1,1999,10,0,0,1,0,0,2,2023,24
Id_zz7j1oia7p,2/28/2023,4,wage employed,638,Urban,Gauteng,,,,,0,1,1993,5,0,0,0,,,0,2023,30
Id_yewg49hgb9,2/6/2023,4,wage employed,61,Urban,KwaZulu-Natal,4,60 - 69 %,,50 - 59 %,0,1,2003,11,0,1,0,0,0,1,2023,20
Id_sa2y75yxwv,8/10/2022,3,self employed,,Urban,KwaZulu-Natal,3,60 - 69 %,,50 - 59 %,1,1,1996,9,0,1,0,0,0,3,2022,26
Id_q6xkbrh068,2/15/2023,4,wage employed,30,Suburb,KwaZulu-Natal,3,70 - 79 %,,,0,1,2001,8,0,1,0,0,0,1,2023,22
Id_e9p8n3a94m,7/28/2022,3,unemployed,552,Urban,Gauteng,,,,,1,1,1999,12,0,0,0,,,0,2022,23
Id_ufrbmwxki4,8/10/2022,3,unemployed,644,Urban,Gauteng,,,,,1,1,2001,1,0,0,0,0,0,1,2022,21
Id_5w55vmxhp9,8/2/2022,3,unemployed,2440,Suburb,Eastern Cape,,,,,1,1,1995,7,0,0,0,,,0,2022,27
Id_0r2k6h7y6n,7/28/2022,3,other,,Urban,Gauteng,2,50 - 59 %,,,0,1,1996,1,1,0,1,0,0,1,2022,26
Id_8slfvs4adm,8/4/2022,3,other,,Urban,Limpopo,1,50 - 59 %,,30 - 39 %,0,1,2001,9,1,0,0,0,0,1,2022,21
Id_g8wcbho475,3/8/2023,4,unemployed,278,Urban,KwaZulu-Natal,,50 - 59 %,,,1,1,1996,5,0,0,1,0,0,1,2023,27
Id_bas5i2lu9l,2/28/2023,4,studying,,Suburb,KwaZulu-Natal,4,50 - 59 %,,0 - 29 %,0,1,1999,4,1,1,0,0,0,1,2023,24
Id_pc2wfn19bx,2/24/2022,2,self employed,425,Urban,Gauteng,1,50 - 59 %,,30 - 39 %,1,1,1995,12,1,1,0,0,0,1,2022,27
Id_lcwoeqnkw8,3/1/2023,4,studying,,Urban,Limpopo,0,50 - 59 %,,0 - 29 %,0,1,2000,1,0,1,0,0,0,1,2023,23
Id_yq08nclffw,3/23/2023,4,unemployed,95,Urban,Gauteng,3,50 - 59 %,,,1,1,1998,4,0,0,1,0,0,1,2023,25
Id_5w4tvi9w5d,2/10/2023,4,unemployed,304,Urban,KwaZulu-Natal,3,,,,1,1,2000,1,1,0,0,0,0,0,2023,23
Id_o2ykycn0gq,3/20/2023,4,unemployed,1160,Urban,Gauteng,,,,,1,1,1996,8,0,0,0,,,0,2023,27
Id_jrguszvq30,2/27/2023,4,wage employed,151,Suburb,KwaZulu-Natal,,,,,0,1,1990,1,0,0,0,0,0,0,2023,33
Id_9e6rd6n3dg,2/21/2022,2,unemployed,590,Urban,Northern Cape,3,50 - 59 %,,40 - 49 %,0,1,1988,3,1,1,0,0,0,1,2022,34
Id_ud0kgig233,3/3/2022,2,studying,,Suburb,Eastern Cape,3,40 - 49 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_lxbwkpsjkh,2/10/2023,4,self employed,,Suburb,Gauteng,1,40 - 49 %,,,0,1,2000,1,1,0,1,0,0,1,2023,23
Id_vclpoh0kpi,2/9/2023,4,unemployed,1492,Urban,Mpumalanga,5,,,,0,1,1992,12,0,0,0,0,0,0,2023,31
Id_yqsct1tmwx,8/15/2022,3,unemployed,583,Urban,Eastern Cape,3,60 - 69 %,,,1,1,1997,3,0,1,0,0,0,1,2022,25
Id_5vps4ef1sa,8/4/2022,3,other,,Urban,Free State,,40 - 49 %,,,0,1,2002,1,1,0,1,0,1,1,2022,20
Id_km5kybpe1v,2/20/2023,4,unemployed,250,Urban,KwaZulu-Natal,,,,,0,1,1998,9,0,0,0,,,0,2023,25
Id_5aauyxgjk8,2/17/2023,4,studying,,Rural,Gauteng,1,,,,1,1,2003,2,0,0,0,0,0,1,2023,20
Id_6zdq1xbnry,3/17/2023,4,unemployed,64,Urban,North West,3,,,,1,1,1993,5,0,0,0,0,0,0,2023,30
Id_ybpzxgwj4m,8/19/2021,1,wage employed,0,Rural,North West,1,70 - 79 %,,,0,1,1996,8,1,0,1,0,0,1,2021,25
Id_3g6k9lq4jn,7/28/2022,3,studying,,Urban,Gauteng,,60 - 69 %,,,0,1,1998,11,0,0,1,0,0,1,2022,24
Id_zxog8821rd,3/22/2023,4,wage employed,28,Urban,North West,3,50 - 59 %,,,1,1,1999,8,0,0,0,0,0,1,2023,24
Id_npt6y8gska,8/5/2022,3,other,,Urban,Gauteng,1,40 - 49 %,,50 - 59 %,0,1,1997,8,1,1,0,0,0,1,2022,25
Id_ie4po0vbou,8/11/2022,3,studying,,Urban,Gauteng,,,,,1,1,2002,4,0,0,0,,,0,2022,20
Id_1vguy8mbj7,3/17/2023,4,wage employed,30,Urban,Northern Cape,,30 - 39 %,,,1,1,2002,9,0,0,1,0,0,1,2023,21
Id_zagoxgxa9z,8/1/2022,3,unemployed,1344,Rural,Mpumalanga,4,,,,1,1,1997,12,0,0,0,0,0,0,2022,25
Id_j653fzgadc,3/16/2022,2,studying,,Urban,Gauteng,,50 - 59 %,,,1,1,2000,1,1,0,1,0,0,1,2022,22
Id_92vh9j139k,3/16/2023,4,unemployed,2375,Urban,KwaZulu-Natal,,,,,1,1,1997,4,1,0,0,,,0,2023,26
Id_3xq39ztlxu,3/2/2022,2,unemployed,426,Urban,Gauteng,2,,,,0,1,1992,12,0,0,0,0,0,0,2022,30
Id_e1treb60rz,3/3/2022,2,unemployed,797,Urban,Gauteng,2,50 - 59 %,,,1,1,2000,1,0,0,0,0,0,1,2022,22
Id_uh0bmf2c14,8/23/2021,1,studying,,Rural,Western Cape,1,,,,0,1,1997,8,1,0,0,0,0,1,2021,24
Id_bz17f66sss,8/5/2022,3,studying,,Rural,Limpopo,,50 - 59 %,,,1,1,1996,6,0,0,0,0,0,1,2022,26
Id_4227zq0xpt,8/4/2022,3,unemployed,217,Urban,Gauteng,5,40 - 49 %,,,1,1,2001,10,0,0,1,0,0,1,2022,21
Id_y19lb6ld49,3/1/2023,4,wage employed,273,Suburb,Eastern Cape,3,40 - 49 %,,30 - 39 %,1,1,2000,1,0,0,0,0,0,1,2023,23
Id_3tx5iu5qlc,2/9/2023,4,self employed,,Rural,KwaZulu-Natal,4,,,,0,1,1999,5,0,0,0,0,0,0,2023,24
Id_44ry3zspjs,2/10/2023,4,studying,,Urban,Eastern Cape,5,,60 - 69 %,,1,1,1999,9,1,1,0,0,0,3,2023,24
Id_lctw6mwpdv,3/13/2023,4,unemployed,278,Urban,KwaZulu-Natal,,,,,1,1,1988,9,0,0,0,,,0,2023,35
Id_ol1e185h9s,2/22/2023,4,studying,,Urban,Gauteng,,,,,0,1,1999,4,0,0,0,,,0,2023,24
Id_5a18djr6xo,2/6/2023,4,unemployed,432,Suburb,Eastern Cape,,,,,0,1,2000,1,0,0,0,,,0,2023,23
Id_m1z208u4zv,2/28/2022,2,unemployed,433,Suburb,Gauteng,3,,,,0,1,1988,8,1,0,0,0,0,0,2022,34
Id_ag8e7hfilf,3/4/2022,2,unemployed,1179,Urban,Eastern Cape,5,,40 - 49 %,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_in4ktp8n2s,2/9/2023,4,studying,,Urban,Mpumalanga,5,,50 - 59 %,,1,1,2000,1,0,0,0,0,0,1,2023,23
Id_yy8vcxsv0q,8/2/2022,3,unemployed,462,Urban,North West,4,70 - 79 %,,,1,1,2001,5,0,1,0,0,0,1,2022,21
Id_phqzi76b0q,3/14/2022,2,studying,,Urban,Gauteng,3,70 - 79 %,,,1,1,2000,1,1,0,0,0,0,1,2022,22
Id_d9jrymrgys,2/16/2023,4,wage employed,153,Rural,Limpopo,,,,,0,1,1997,5,0,0,0,,,0,2023,26
Id_pjve9b6g5s,2/13/2023,4,studying,,Urban,Gauteng,1,50 - 59 %,,0 - 29 %,0,1,1998,12,0,0,1,0,0,1,2023,25
Id_3wzw21ip1j,3/15/2023,4,other,,Rural,Mpumalanga,,,,,1,1,1989,2,0,0,0,,,0,2023,34
Id_irnzbg6aes,3/23/2023,4,unemployed,486,Urban,Gauteng,1,70 - 79 %,,,1,1,2001,7,0,0,0,0,0,1,2023,22
Id_pyfxsq64hy,8/5/2022,3,other,,Suburb,North West,,,,,0,1,1979,6,1,0,0,,,0,2022,43
Id_1kiyhplmru,3/2/2023,4,wage employed,183,Urban,Gauteng,3,60 - 69 %,,40 - 49 %,1,1,2000,1,0,1,0,0,0,2,2023,23
Id_wl52ld3hdo,3/24/2023,4,unemployed,1070,Urban,Gauteng,,,,,1,1,1990,9,0,0,0,,,0,2023,33
Id_4ltcy2f8jg,2/23/2022,2,unemployed,436,Suburb,Eastern Cape,,,,,1,1,1984,9,0,0,0,,,0,2022,38
Id_a5qw7iqvsu,3/9/2023,4,unemployed,521,Rural,KwaZulu-Natal,2,,,,1,1,1988,1,0,0,0,0,0,0,2023,35
Id_sph54m7fbc,3/15/2022,2,unemployed,444,Urban,KwaZulu-Natal,,40 - 49 %,,30 - 39 %,1,1,2000,1,0,1,0,0,0,1,2022,22
Id_cy5i57x6fo,8/11/2022,3,wage employed,1678,Urban,Limpopo,,,,,0,1,1990,4,1,0,0,,,0,2022,32
Id_uzyrullcsl,3/2/2022,2,studying,,Rural,KwaZulu-Natal,3,70 - 79 %,,,1,1,2000,1,1,0,0,0,0,3,2022,22
Id_n953z4exd1,8/18/2021,1,studying,,Urban,Gauteng,2,,,,0,1,1997,8,1,0,0,0,0,1,2021,24
Id_hrpkbwb0rf,8/5/2022,3,other,,Urban,Gauteng,5,50 - 59 %,,40 - 49 %,1,1,1989,3,1,1,0,0,0,1,2022,33
Id_uhwk0bj5sm,2/13/2023,4,unemployed,36,Urban,Gauteng,,,,,0,1,2002,7,0,0,0,0,0,0,2023,21
Id_esapd157e4,2/6/2023,4,wage employed,670,Urban,Gauteng,5,,50 - 59 %,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_q1d2lkzesc,8/8/2022,3,wage employed,,Urban,North West,3,40 - 49 %,,,1,1,1997,4,0,0,0,0,0,1,2022,25
Id_29d23eekee,3/7/2022,2,unemployed,795,Urban,Gauteng,2,50 - 59 %,,40 - 49 %,1,1,2000,1,0,1,0,0,0,1,2022,22
Id_x7rb5ho32v,2/25/2022,2,unemployed,305,Urban,Eastern Cape,3,60 - 69 %,,,1,1,1995,11,1,0,1,0,0,1,2022,27
Id_4y1pxvvokf,3/13/2023,4,wage employed,153,Urban,Limpopo,,,,,1,1,1993,11,0,0,0,,,0,2023,30
Id_lt9jd3j8dr,2/15/2023,4,wage employed,273,Rural,Limpopo,,70 - 79 %,,,1,1,2000,1,0,0,0,0,0,2,2023,23
Id_mspcdd2stk,8/16/2021,1,studying,,Urban,Gauteng,4,,,,0,1,1989,7,0,0,0,0,0,0,2021,32
Id_62hwflkzxf,3/22/2023,4,unemployed,125,Urban,Northern Cape,1,40 - 49 %,,,1,1,1990,4,0,0,1,0,0,1,2023,33
Id_yw5h41h305,3/7/2022,2,self employed,81,Urban,Gauteng,,,,,0,1,2000,1,0,0,0,,,0,2022,22
Id_8ekt1m5wz2,3/15/2022,2,studying,,Rural,KwaZulu-Natal,,40 - 49 %,,30 - 39 %,1,1,2000,1,0,1,0,0,0,1,2022,22
Id_x48j2uxjli,2/17/2023,4,studying,,Urban,North West,1,70 - 79 %,,,1,1,2000,1,0,0,1,0,1,3,2023,23
Id_vvry0cm17v,3/20/2023,4,unemployed,64,Urban,Limpopo,,,,,1,1,1997,8,0,0,0,,,0,2023,26
Id_2v9c6nop6q,8/18/2021,1,wage employed,,Urban,Gauteng,,,,,0,1,2001,6,0,0,0,0,0,0,2021,20
Id_ovnywde1bu,3/14/2023,4,studying,,Suburb,Northern Cape,4,60 - 69 %,,,1,1,1998,2,1,0,1,0,0,1,2023,25
Id_isgjgff1gk,3/1/2022,2,unemployed,5,Suburb,Limpopo,2,50 - 59 %,,60 - 69 %,0,1,1996,9,0,1,0,0,0,1,2022,26
Id_nctpxmjyyy,3/20/2023,4,unemployed,1282,Urban,Eastern Cape,,,,,1,1,1991,8,0,0,0,,,0,2023,32
Id_btci8evc0j,2/2/2023,4,wage employed,31,Urban,Free State,,,,,0,1,2002,4,0,0,0,,,0,2023,21
Id_zhhbf7trd1,3/1/2023,4,unemployed,217,Urban,KwaZulu-Natal,3,,50 - 59 %,,0,1,1988,4,0,0,1,0,0,1,2023,35
Id_b5oht680tu,3/2/2022,2,wage employed,0,Urban,Free State,1,40 - 49 %,,,0,1,1998,3,0,0,1,0,0,1,2022,24
Id_z4nq5j8yy1,3/3/2023,4,studying,,Rural,North West,,70 - 79 %,,,0,1,2000,1,0,0,1,0,0,1,2023,23
Id_w3gxsrtq0k,8/11/2022,3,unemployed,6,Suburb,Gauteng,4,60 - 69 %,,40 - 49 %,0,1,2000,3,0,1,0,0,0,1,2022,22
Id_1l7s7rpo67,3/13/2023,4,wage employed,30,Urban,KwaZulu-Natal,1,,,,1,1,1995,5,0,0,0,0,0,0,2023,28
Id_81baiidy0q,2/14/2023,4,unemployed,153,Rural,North West,,,,,1,1,1997,8,1,0,0,,,0,2023,26
Id_khahh81016,8/12/2021,1,self employed,1234,Urban,KwaZulu-Natal,3,50 - 59 %,,,1,1,1997,2,1,0,1,0,0,1,2021,24
Id_01ytxfbqvy,8/15/2022,3,wage employed,614,Urban,KwaZulu-Natal,,,,,1,1,1995,9,1,0,0,,,0,2022,27
Id_guil6vl9bs,3/11/2022,2,unemployed,64,Rural,North West,3,50 - 59 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_pj98ytst8y,2/9/2023,4,wage employed,150,Urban,Free State,,,,,0,1,2001,6,0,0,0,,,0,2023,22
Id_6hr9x90cqx,2/13/2023,4,unemployed,798,Urban,Gauteng,3,,,,1,1,2000,1,0,0,0,0,0,0,2023,23
Id_ioznf62pna,3/20/2023,4,unemployed,123,Urban,Eastern Cape,,,,,1,1,1988,1,1,0,0,,,0,2023,35
Id_jvqwf89fdy,8/11/2022,3,studying,,Urban,Gauteng,3,60 - 69 %,,,0,1,1995,6,0,0,1,0,0,1,2022,27
Id_f4r0vbliey,3/2/2022,2,self employed,604,Urban,KwaZulu-Natal,4,,,,0,1,1998,7,1,0,0,0,0,0,2022,24
Id_acpxcdufxr,3/3/2022,2,studying,,Urban,Eastern Cape,3,70 - 79 %,,30 - 39 %,1,1,2000,1,0,0,0,0,0,2,2022,22
Id_2rpxvs6ebn,3/7/2022,2,wage employed,27,Urban,Gauteng,2,70 - 79 %,,60 - 69 %,1,1,2000,1,0,1,0,1,0,1,2022,22
Id_bj1u8d2dsx,8/18/2021,1,studying,,Urban,Mpumalanga,5,,,,1,1,2003,4,0,0,0,0,0,0,2021,18
Id_3oxsbjgnch,2/28/2023,4,self employed,,Rural,Mpumalanga,2,50 - 59 %,,,0,1,1992,1,0,0,1,0,0,1,2023,31
Id_1g5tgpqexa,2/8/2023,4,unemployed,365,Suburb,Mpumalanga,,,,,0,1,2003,11,0,0,0,,,0,2023,20
Id_1tjpl5r39u,3/23/2023,4,wage employed,273,Urban,KwaZulu-Natal,,,,,1,1,1997,10,0,0,0,,,0,2023,26
Id_unbgb374o5,8/8/2022,3,unemployed,248,Urban,Gauteng,3,,,,1,1,2002,1,0,0,0,0,0,1,2022,20
Id_8jye0a293g,2/2/2023,4,wage employed,1066,Urban,Gauteng,,,,,0,1,1992,7,0,0,0,,,0,2023,31
Id_seig7ojt32,3/14/2023,4,unemployed,429,Urban,KwaZulu-Natal,5,,60 - 69 %,30 - 39 %,1,1,2002,11,0,1,0,0,0,1,2023,21
Id_4rcpuqsoog,3/15/2023,4,unemployed,826,Urban,Gauteng,3,,60 - 69 %,40 - 49 %,1,1,1994,12,0,1,0,0,0,3,2023,29
Id_xr8ctaa4bc,2/2/2023,4,studying,,Urban,Limpopo,1,50 - 59 %,,,0,1,1996,7,1,0,1,0,0,1,2023,27
Id_fxn800ng2v,3/10/2022,2,unemployed,804,Urban,KwaZulu-Natal,3,,,,1,1,1994,6,0,0,0,0,0,0,2022,28
Id_zy6zpaytg1,2/22/2023,4,wage employed,365,Urban,KwaZulu-Natal,4,50 - 59 %,,,0,1,1991,12,0,0,1,0,0,1,2023,32
Id_x2z0ohp6ps,2/28/2023,4,studying,,Rural,Limpopo,,,,,1,1,2000,1,0,0,0,,,0,2023,23
Id_x7smtqka73,2/16/2023,4,unemployed,370,Urban,KwaZulu-Natal,4,50 - 59 %,,,0,1,2000,7,0,0,1,0,0,1,2023,23
